method,method_col,beta_true,sigma_x_me,sigma_y_me,error_ratio,n_per_habitat,n_habitats,mean_bias,rmse,sd_bias,sd_rmse,n_sim
OLS,beta_ols,1.0,0.3,0.3,1.0,36,6,-0.12633684910019338,0.19105846967190934,0.21372640572362173,0.15788964099340455,100
OLS,beta_ols,1.0,0.3,0.3,1.0,36,12,-0.15396289554023024,0.18886997346432044,0.18102309675843725,0.14380954812688101,100
OLS,beta_ols,1.0,0.3,0.3,1.0,72,6,-0.11194486996678119,0.21180865748952762,0.23199031015429228,0.14547052007851127,100
OLS,beta_ols,1.0,0.3,0.3,1.0,72,12,-0.12678962627473778,0.16368331780863618,0.1558016065630836,0.11597099952537851,100
OLS,beta_ols,1.0,0.4,0.2,0.5,36,6,-0.18669869771175487,0.2351601725477197,0.2087450270509291,0.15140699859029413,100
OLS,beta_ols,1.0,0.4,0.2,0.5,36,12,-0.1819878088696852,0.196972866158562,0.13537105264029728,0.11220166390168228,100
OLS,beta_ols,1.0,0.4,0.2,0.5,72,6,-0.17291099730882156,0.21768426142025596,0.1917202211740882,0.13817297055919212,100
OLS,beta_ols,1.0,0.4,0.2,0.5,72,12,-0.22510442416720877,0.2272693093376384,0.1407410629747001,0.1371816945706395,100
OLS,beta_ols,1.4,0.2,0.4,2.0,36,6,-0.12364495976345484,0.2031123218185621,0.2122392906311371,0.1371739370771426,100
OLS,beta_ols,1.4,0.2,0.4,2.0,36,12,-0.0811673418243704,0.16447181082328527,0.17804818592931734,0.1050315285561705,100
OLS,beta_ols,1.4,0.2,0.4,2.0,72,6,-0.054414553839211156,0.2038893522658688,0.24630730395578926,0.14719838466763954,100
OLS,beta_ols,1.4,0.2,0.4,2.0,72,12,-0.06647812110707065,0.1694014753307559,0.1997817066449716,0.1240563726070188,100
OLS,beta_ols,1.4,0.3,0.3,1.0,36,6,-0.1842033570105528,0.25053751879738284,0.24959809040115222,0.18212561730347737,100
OLS,beta_ols,1.4,0.3,0.3,1.0,36,12,-0.20458823029597167,0.2378607753269719,0.19370772158292585,0.1505077269848651,100
OLS,beta_ols,1.4,0.3,0.3,1.0,72,6,-0.15571858450697076,0.2161030359997034,0.20263988759388568,0.13558720104441294,100
OLS,beta_ols,1.4,0.3,0.3,1.0,72,12,-0.18212625163175755,0.2139248275259244,0.18349462196778266,0.1447384029290456,100
OLS,beta_ols,1.4,0.4,0.2,0.5,36,6,-0.24829643646435326,0.28686540047914244,0.24250602090298648,0.1948333679168788,100
OLS,beta_ols,1.4,0.4,0.2,0.5,36,12,-0.31366422430591717,0.3151015520805638,0.15848833468941928,0.15558175023508944,100
OLS,beta_ols,1.4,0.4,0.2,0.5,72,6,-0.24099858784740247,0.2785913564980539,0.21948257427186302,0.1686489685107132,100
OLS,beta_ols,1.4,0.4,0.2,0.5,72,12,-0.2868192728791809,0.28696835707404733,0.14488044328658534,0.1445819356376854,100
RMA,beta_rma,0.6,0.2,0.4,2.0,36,6,0.4076333333785715,0.4718732483948351,0.3549017804577881,0.2624597957956796,100
RMA,beta_rma,0.6,0.2,0.4,2.0,36,12,0.5365199444041772,0.5365199444041772,0.16103861310047732,0.16103861310047732,100
RMA,beta_rma,0.6,0.2,0.4,2.0,72,6,0.4476881851440474,0.4811012699943474,0.3061565631420012,0.24976919016226365,100
RMA,beta_rma,0.6,0.2,0.4,2.0,72,12,0.5770052417953119,0.5770052417953119,0.15508333900635832,0.15508333900635832,100
RMA,beta_rma,0.6,0.3,0.3,1.0,36,6,0.3771916584873351,0.4100504811982877,0.298882978933493,0.25139986830649214,100
RMA,beta_rma,0.6,0.3,0.3,1.0,36,12,0.4573095517428042,0.4573095517428042,0.1611321818503827,0.1611321818503827,100
RMA,beta_rma,0.6,0.3,0.3,1.0,72,6,0.33321989605390023,0.39404720837873186,0.32603839149913777,0.24822667853902639,100
RMA,beta_rma,0.6,0.3,0.3,1.0,72,12,0.44984302027337925,0.44984302027337925,0.1622697078889789,0.1622697078889789,100
RMA,beta_rma,0.6,0.4,0.2,0.5,36,6,0.3379180231487747,0.3667514365763843,0.2579564651883592,0.2145187159339298,100
RMA,beta_rma,0.6,0.4,0.2,0.5,36,12,0.36117935168913645,0.36117935168913645,0.15100522714984868,0.15100522714984868,100
RMA,beta_rma,0.6,0.4,0.2,0.5,72,6,0.2720241325938526,0.36120200680422165,0.36106263521164045,0.270787857766356,100
RMA,beta_rma,0.6,0.4,0.2,0.5,72,12,0.3761509381938059,0.3761509381938059,0.14943030588730744,0.14943030588730744,100
RMA,beta_rma,1.0,0.2,0.4,2.0,36,6,0.2888738364996418,0.2960652242659512,0.20220545995086714,0.19141064309720332,100
RMA,beta_rma,1.0,0.2,0.4,2.0,36,12,0.36679036996044234,0.36773807426561433,0.15381455178670714,0.1515116137464996,100
RMA,beta_rma,1.0,0.2,0.4,2.0,72,6,0.3123848604323788,0.315031512701319,0.20905994190381583,0.2050091048685498,100
RMA,beta_rma,1.0,0.2,0.4,2.0,72,12,0.38259217280642416,0.38259217280642416,0.17113404681335817,0.17113404681335817,100
RMA,beta_rma,1.0,0.3,0.3,1.0,36,6,0.2152784751989141,0.23304940603330188,0.1744508482897341,0.14961757214565405,100
RMA,beta_rma,1.0,0.3,0.3,1.0,36,12,0.304910596218066,0.30805315386593324,0.17229786819885515,0.16655576889693124,100
RMA,beta_rma,1.0,0.3,0.3,1.0,72,6,0.22017780315620505,0.2569657419853858,0.22751235507635584,0.18447612268876826,100
RMA,beta_rma,1.0,0.3,0.3,1.0,72,12,0.30851803632431307,0.30851803632431307,0.16652843189556363,0.16652843189556363,100
RMA,beta_rma,1.0,0.4,0.2,0.5,36,6,0.16972639301660833,0.21215698625445864,0.2130404993534986,0.170349769387272,100
RMA,beta_rma,1.0,0.4,0.2,0.5,36,12,0.2259410835958653,0.22794093730372336,0.15356315724121003,0.150548254577752,100
RMA,beta_rma,1.0,0.4,0.2,0.5,72,6,0.15353441794016714,0.19618353382940348,0.20615216944613446,0.16562879374456685,100
RMA,beta_rma,1.0,0.4,0.2,0.5,72,12,0.20190315009447798,0.21663702355314804,0.1604160795862379,0.139657833842437,100
RMA,beta_rma,1.4,0.2,0.4,2.0,36,6,0.1921361262840476,0.22243805346496795,0.20806424980456192,0.17493268003972898,100
RMA,beta_rma,1.4,0.2,0.4,2.0,36,12,0.2944429884671414,0.2946960005273364,0.16802910484535472,0.16758047367339426,100
RMA,beta_rma,1.4,0.2,0.4,2.0,72,6,0.2311137466883626,0.2543321573088216,0.23176580664224808,0.20574317840163775,100
RMA,beta_rma,1.4,0.2,0.4,2.0,72,12,0.2955047127367751,0.3020763643487503,0.19381719701972092,0.18329850951209098,100
RMA,beta_rma,1.4,0.3,0.3,1.0,36,6,0.12468054707826778,0.22015662146870532,0.25806201790743627,0.18259173944057291,100
RMA,beta_rma,1.4,0.3,0.3,1.0,36,12,0.15965202037487758,0.19601156630650315,0.18825705692623562,0.149593880430237,100
RMA,beta_rma,1.4,0.3,0.3,1.0,72,6,0.13523425821253007,0.19340478773950726,0.21855664545169937,0.16869142791091807,100
RMA,beta_rma,1.4,0.3,0.3,1.0,72,12,0.18933019406753368,0.21745015013201766,0.1950446697750345,0.16275206889028904,100
RMA,beta_rma,1.4,0.4,0.2,0.5,36,6,0.07388114378108031,0.21309703506967959,0.27124550977376927,0.18225983881832247,100
RMA,beta_rma,1.4,0.4,0.2,0.5,36,12,0.06943404127031488,0.1524496988335206,0.17695257831845324,0.11272236491499722,100
RMA,beta_rma,1.4,0.4,0.2,0.5,72,6,0.07935779504438747,0.17897105759062445,0.22409534823995164,0.15564644612996023,100
RMA,beta_rma,1.4,0.4,0.2,0.5,72,12,0.1182059667274087,0.16031665206878068,0.1521306535931623,0.1062849231707337,100
Random Forest,beta_rf,0.6,0.2,0.4,2.0,36,6,-0.46833234500091225,0.46833234500091225,0.05951138112962865,0.05951138112962865,100
Random Forest,beta_rf,0.6,0.2,0.4,2.0,36,12,-0.479559483686654,0.479559483686654,0.04204328749774942,0.04204328749774942,100
Random Forest,beta_rf,0.6,0.2,0.4,2.0,72,6,-0.46709910681278366,0.46709910681278366,0.053915390050671426,0.053915390050671426,100
Random Forest,beta_rf,0.6,0.2,0.4,2.0,72,12,-0.4727652894566997,0.4727652894566997,0.040127366321108464,0.040127366321108464,100
Random Forest,beta_rf,0.6,0.3,0.3,1.0,36,6,-0.4728755826695143,0.4728755826695143,0.05700578602353618,0.05700578602353618,100
Random Forest,beta_rf,0.6,0.3,0.3,1.0,36,12,-0.48424985173829177,0.48424985173829177,0.03353864171561687,0.03353864171561687,100
Random Forest,beta_rf,0.6,0.3,0.3,1.0,72,6,-0.48920496674068864,0.48920496674068864,0.050151799082051474,0.050151799082051474,100
Random Forest,beta_rf,0.6,0.3,0.3,1.0,72,12,-0.48952660387248903,0.48952660387248903,0.02913423482827975,0.02913423482827975,100
Random Forest,beta_rf,0.6,0.4,0.2,0.5,36,6,-0.47623994349659166,0.47623994349659166,0.050893799368500726,0.050893799368500726,100
Random Forest,beta_rf,0.6,0.4,0.2,0.5,36,12,-0.5013530216186848,0.5013530216186848,0.03004967436504002,0.03004967436504002,100
Random Forest,beta_rf,0.6,0.4,0.2,0.5,72,6,-0.49311710668024294,0.49311710668024294,0.05291612744603843,0.05291612744603843,100
Random Forest,beta_rf,0.6,0.4,0.2,0.5,72,12,-0.5028842890428993,0.5028842890428993,0.029384441700865568,0.029384441700865568,100
Random Forest,beta_rf,1.0,0.2,0.4,2.0,36,6,-0.7820678456212024,0.7820678456212024,0.0624892983704688,0.0624892983704688,100
Random Forest,beta_rf,1.0,0.2,0.4,2.0,36,12,-0.8043150996296261,0.8043150996296261,0.04855205335068123,0.04855205335068123,100
Random Forest,beta_rf,1.0,0.2,0.4,2.0,72,6,-0.7899167861782986,0.7899167861782986,0.05577507692297976,0.05577507692297976,100
Random Forest,beta_rf,1.0,0.2,0.4,2.0,72,12,-0.8130859051420947,0.8130859051420947,0.04195797745054337,0.04195797745054337,100
Random Forest,beta_rf,1.0,0.3,0.3,1.0,36,6,-0.7993564837124023,0.7993564837124023,0.056120460537603827,0.056120460537603827,100
Random Forest,beta_rf,1.0,0.3,0.3,1.0,36,12,-0.8203110963126014,0.8203110963126014,0.04601997238293917,0.04601997238293917,100
Random Forest,beta_rf,1.0,0.3,0.3,1.0,72,6,-0.8086050673167341,0.8086050673167341,0.05246907557421297,0.05246907557421297,100
Random Forest,beta_rf,1.0,0.3,0.3,1.0,72,12,-0.8254899581143035,0.8254899581143035,0.033713284521160736,0.033713284521160736,100
Random Forest,beta_rf,1.0,0.4,0.2,0.5,36,6,-0.8165839333849924,0.8165839333849924,0.051510323756356634,0.051510323756356634,100
Random Forest,beta_rf,1.0,0.4,0.2,0.5,36,12,-0.8287239304926289,0.8287239304926289,0.040668925027404296,0.040668925027404296,100
Random Forest,beta_rf,1.0,0.4,0.2,0.5,72,6,-0.8308683871983756,0.8308683871983756,0.04482767505156131,0.04482767505156131,100
Random Forest,beta_rf,1.0,0.4,0.2,0.5,72,12,-0.8556235963646946,0.8556235963646946,0.030886628131515874,0.030886628131515874,100
Random Forest,beta_rf,1.4,0.2,0.4,2.0,36,6,-1.109263213559389,1.109263213559389,0.057306058148242855,0.057306058148242855,100
Random Forest,beta_rf,1.4,0.2,0.4,2.0,36,12,-1.1265320485310786,1.1265320485310786,0.05332013461337374,0.05332013461337374,100
Random Forest,beta_rf,1.4,0.2,0.4,2.0,72,6,-1.1118700833178388,1.1118700833178388,0.05782156451612341,0.05782156451612341,100
Random Forest,beta_rf,1.4,0.2,0.4,2.0,72,12,-1.1349990401153947,1.1349990401153947,0.050087335886541066,0.050087335886541066,100
Random Forest,beta_rf,1.4,0.3,0.3,1.0,36,6,-1.1193307953391531,1.1193307953391531,0.06683576771955771,0.06683576771955771,100
Random Forest,beta_rf,1.4,0.3,0.3,1.0,36,12,-1.1506619104013471,1.1506619104013471,0.05754554638093869,0.05754554638093869,100
Random Forest,beta_rf,1.4,0.3,0.3,1.0,72,6,-1.1307420699969324,1.1307420699969324,0.05880569459644835,0.05880569459644835,100
Random Forest,beta_rf,1.4,0.3,0.3,1.0,72,12,-1.159810137534819,1.159810137534819,0.04395422148730034,0.04395422148730034,100
Random Forest,beta_rf,1.4,0.4,0.2,0.5,36,6,-1.1517594809640999,1.1517594809640999,0.06009380982581485,0.06009380982581485,100
Random Forest,beta_rf,1.4,0.4,0.2,0.5,36,12,-1.1826721165681304,1.1826721165681304,0.042008577684797425,0.042008577684797425,100
Random Forest,beta_rf,1.4,0.4,0.2,0.5,72,6,-1.1576820048394048,1.1576820048394048,0.05874984151325749,0.05874984151325749,100
Random Forest,beta_rf,1.4,0.4,0.2,0.5,72,12,-1.1830409295063524,1.1830409295063524,0.04408863769642611,0.04408863769642611,100
SMA (Major Axis),beta_majoraxis,0.6,0.2,0.4,2.0,36,6,0.4797280529390468,0.5981083057165517,0.7311019963331483,0.6368883377080644,100
SMA (Major Axis),beta_majoraxis,0.6,0.2,0.4,2.0,36,12,0.7604976302816456,0.7644365841200869,0.4964866884916477,0.49033836601430236,100
SMA (Major Axis),beta_majoraxis,0.6,0.2,0.4,2.0,72,6,0.5077724603547938,0.5973436930274891,0.681312043961742,0.6034895362251339,100
SMA (Major Axis),beta_majoraxis,0.6,0.2,0.4,2.0,72,12,0.8188381526002003,0.8194733441228768,0.4370504857526906,0.435846273348056,100
SMA (Major Axis),beta_majoraxis,0.6,0.3,0.3,1.0,36,6,0.47047457813470345,0.556716075339967,0.7963547688228951,0.7380376990575003,100
SMA (Major Axis),beta_majoraxis,0.6,0.3,0.3,1.0,36,12,0.5273446583413055,0.5510288779994766,0.3647618395774262,0.32749470179619833,100
SMA (Major Axis),beta_majoraxis,0.6,0.3,0.3,1.0,72,6,0.45472736289321475,0.5599176055975232,1.4489929261616057,1.4113014069231617,100
SMA (Major Axis),beta_majoraxis,0.6,0.3,0.3,1.0,72,12,0.5389102601118202,0.548063077787158,0.4120458958182157,0.39966543240172187,100
SMA (Major Axis),beta_majoraxis,0.6,0.4,0.2,0.5,36,6,0.325805080697438,0.40411185166166824,0.39946770682721155,0.31912327225320153,100
SMA (Major Axis),beta_majoraxis,0.6,0.4,0.2,0.5,36,12,0.33063002615122167,0.3621315829399893,0.3381558481260607,0.30381881674753247,100
SMA (Major Axis),beta_majoraxis,0.6,0.4,0.2,0.5,72,6,0.26990674139715937,0.41860707146111376,0.6090159528505398,0.5171885880885811,100
SMA (Major Axis),beta_majoraxis,0.6,0.4,0.2,0.5,72,12,0.3699219859298742,0.3971429443668025,0.36321701002969387,0.33291957324195676,100
SMA (Major Axis),beta_majoraxis,1.0,0.2,0.4,2.0,36,6,0.4237985118971654,0.43677212448990493,0.3047821277642166,0.2856827970150966,100
SMA (Major Axis),beta_majoraxis,1.0,0.2,0.4,2.0,36,12,0.6071489146333409,0.6088398165732996,0.29425975852210734,0.290709337509515,100
SMA (Major Axis),beta_majoraxis,1.0,0.2,0.4,2.0,72,6,0.4452939725169236,0.4491140649457948,0.31133951088737916,0.3057467208822791,100
SMA (Major Axis),beta_majoraxis,1.0,0.2,0.4,2.0,72,12,0.6032788265054658,0.6032788265054658,0.28122239302806107,0.28122239302806107,100
SMA (Major Axis),beta_majoraxis,1.0,0.3,0.3,1.0,36,6,0.3057489636738381,0.3375601325508055,0.2518538212458041,0.20678303054280225,100
SMA (Major Axis),beta_majoraxis,1.0,0.3,0.3,1.0,36,12,0.5110476930608978,0.5166727580438776,0.31662819977109535,0.30726865880926507,100
SMA (Major Axis),beta_majoraxis,1.0,0.3,0.3,1.0,72,6,0.30680167744870274,0.36393561124333584,0.3236682079085311,0.25700614675841166,100
SMA (Major Axis),beta_majoraxis,1.0,0.3,0.3,1.0,72,12,0.4996400961151421,0.4996400961151421,0.2941279281780294,0.2941279281780294,100
SMA (Major Axis),beta_majoraxis,1.0,0.4,0.2,0.5,36,6,0.26328165609478543,0.324807597240521,0.3324981285343776,0.2720418688715368,100
SMA (Major Axis),beta_majoraxis,1.0,0.4,0.2,0.5,36,12,0.3599996751490254,0.36309309846300536,0.2536904464857166,0.24919754479326042,100
SMA (Major Axis),beta_majoraxis,1.0,0.4,0.2,0.5,72,6,0.22138276064955492,0.28171894568122613,0.2962708225985026,0.23898649358953353,100
SMA (Major Axis),beta_majoraxis,1.0,0.4,0.2,0.5,72,12,0.3340183639652187,0.3567513974045676,0.27767273734972714,0.24746765015092254,100
SMA (Major Axis),beta_majoraxis,1.4,0.2,0.4,2.0,36,6,0.37258223770361804,0.3844120755750744,0.27610725577448714,0.25920964669179325,100
SMA (Major Axis),beta_majoraxis,1.4,0.2,0.4,2.0,36,12,0.5401405831033226,0.5401405831033226,0.23075006557668273,0.23075006557668273,100
SMA (Major Axis),beta_majoraxis,1.4,0.2,0.4,2.0,72,6,0.3918843309062161,0.3990106132422755,0.2785564510769411,0.2681429190796882,100
SMA (Major Axis),beta_majoraxis,1.4,0.2,0.4,2.0,72,12,0.5269143672065465,0.5279497792113736,0.25363098690340047,0.2514466663166799,100
SMA (Major Axis),beta_majoraxis,1.4,0.3,0.3,1.0,36,6,0.2855064645585444,0.34126077728869897,0.3563415473945606,0.30278926999620565,100
SMA (Major Axis),beta_majoraxis,1.4,0.3,0.3,1.0,36,12,0.3689455323601329,0.38003180327310326,0.26474286002213504,0.24839795470552264,100
SMA (Major Axis),beta_majoraxis,1.4,0.3,0.3,1.0,72,6,0.2861038839489255,0.31621112410031466,0.2854807139213028,0.2513603454793078,100
SMA (Major Axis),beta_majoraxis,1.4,0.3,0.3,1.0,72,12,0.40897221271354206,0.41564145644574324,0.2732368843403592,0.26287505475795636,100
SMA (Major Axis),beta_majoraxis,1.4,0.4,0.2,0.5,36,6,0.2377911290888578,0.33508646373311957,0.38390516320888485,0.30179768708614746,100
SMA (Major Axis),beta_majoraxis,1.4,0.4,0.2,0.5,36,12,0.2723435463910564,0.30569074652352757,0.26642637932353114,0.22696362053122954,100
SMA (Major Axis),beta_majoraxis,1.4,0.4,0.2,0.5,72,6,0.2383368006174477,0.3011706394517947,0.29935127134434847,0.23530712421588215,100
SMA (Major Axis),beta_majoraxis,1.4,0.4,0.2,0.5,72,12,0.3512881616462857,0.3668662947383241,0.23738884345847983,0.21225680716587553,100
Siegel,beta_siegel,0.6,0.2,0.4,2.0,36,6,-0.0612273933785135,0.20539209313268786,0.26062211144650677,0.17058286266189474,100
Siegel,beta_siegel,0.6,0.2,0.4,2.0,36,12,-0.05609592168978841,0.17100927247889947,0.20193152189666816,0.1200637763883017,100
Siegel,beta_siegel,0.6,0.2,0.4,2.0,72,6,-0.022377360975109197,0.20517458035650615,0.2499236828155144,0.14298889770948234,100
Siegel,beta_siegel,0.6,0.2,0.4,2.0,72,12,-0.02981746976130912,0.13998228741025284,0.17733835467839446,0.11204456109381945,100
Siegel,beta_siegel,0.6,0.3,0.3,1.0,36,6,-0.07559121474619493,0.19504411889437415,0.24273146257872266,0.1620612202812968,100
Siegel,beta_siegel,0.6,0.3,0.3,1.0,36,12,-0.07652758153644638,0.14765529148407266,0.17359989972949416,0.11844933096843224,100
Siegel,beta_siegel,0.6,0.3,0.3,1.0,72,6,-0.10407288229510167,0.20595487889186573,0.23766546402139993,0.15677873731862213,100
Siegel,beta_siegel,0.6,0.3,0.3,1.0,72,12,-0.08072659217664054,0.1420877475458661,0.15712349989462165,0.1042954765220879,100
Siegel,beta_siegel,0.6,0.4,0.2,0.5,36,6,-0.08106088931008382,0.1593455568129049,0.1941703194819156,0.13671822064495376,100
Siegel,beta_siegel,0.6,0.4,0.2,0.5,36,12,-0.14133990254369141,0.1826173242709503,0.17017035347963302,0.12430107892023928,100
Siegel,beta_siegel,0.6,0.4,0.2,0.5,72,6,-0.12867312928490995,0.201712400075848,0.22378645187775104,0.16032937731906782,100
Siegel,beta_siegel,0.6,0.4,0.2,0.5,72,12,-0.13789551658007088,0.16119282010470073,0.1532494316379661,0.1282460649915718,100
Siegel,beta_siegel,1.0,0.2,0.4,2.0,36,6,-0.09400167972899609,0.2113541914299455,0.24400208065156653,0.15277687819380184,100
Siegel,beta_siegel,1.0,0.2,0.4,2.0,36,12,-0.09808334886116278,0.1681689625515222,0.1868401748360299,0.12672925798683934,100
Siegel,beta_siegel,1.0,0.2,0.4,2.0,72,6,-0.044135845810135035,0.19618349049947065,0.2458396142232086,0.15338851346713878,100
Siegel,beta_siegel,1.0,0.2,0.4,2.0,72,12,-0.060362975233164355,0.16229817714179895,0.1907189455619095,0.11596311460643526,100
Siegel,beta_siegel,1.0,0.3,0.3,1.0,36,6,-0.1269762151365023,0.1911033325694203,0.21786445767495832,0.1638943617338867,100
Siegel,beta_siegel,1.0,0.3,0.3,1.0,36,12,-0.15652251761143154,0.19274405332045175,0.18457394039513542,0.1459067521069013,100
Siegel,beta_siegel,1.0,0.3,0.3,1.0,72,6,-0.12278285078025475,0.2189731471158135,0.23710877816006984,0.15170664222315533,100
Siegel,beta_siegel,1.0,0.3,0.3,1.0,72,12,-0.12984486431933123,0.16732840662578505,0.16221712760860413,0.12273049085178042,100
Siegel,beta_siegel,1.0,0.4,0.2,0.5,36,6,-0.19053089541650606,0.23767575428492227,0.20664595428510876,0.14936830911937068,100
Siegel,beta_siegel,1.0,0.4,0.2,0.5,36,12,-0.18896398708461346,0.20145131837484304,0.13688637439771245,0.11753037621859988,100
Siegel,beta_siegel,1.0,0.4,0.2,0.5,72,6,-0.1838546408221469,0.22668405449743306,0.19674185393207827,0.1447294651653939,100
Siegel,beta_siegel,1.0,0.4,0.2,0.5,72,12,-0.23489874857129484,0.2366798468825692,0.1429771567567011,0.13997876765652117,100
Siegel,beta_siegel,1.4,0.2,0.4,2.0,36,6,-0.13232576237783053,0.20505665569976897,0.2129936067377177,0.14345832847281026,100
Siegel,beta_siegel,1.4,0.2,0.4,2.0,36,12,-0.08145654445458655,0.1690009360244286,0.18737160290134516,0.11384416362441972,100
Siegel,beta_siegel,1.4,0.2,0.4,2.0,72,6,-0.06232656914546983,0.21549606779119848,0.25658208980274394,0.1511640727031599,100
Siegel,beta_siegel,1.4,0.2,0.4,2.0,72,12,-0.06756344504304389,0.17309203755413058,0.20544163242360625,0.12866119995841258,100
Siegel,beta_siegel,1.4,0.3,0.3,1.0,36,6,-0.19192781054931643,0.25777802212003426,0.25328164431747596,0.18503849233408964,100
Siegel,beta_siegel,1.4,0.3,0.3,1.0,36,12,-0.21771464299887852,0.24559574090260095,0.19601480207825223,0.15929130431500016,100
Siegel,beta_siegel,1.4,0.3,0.3,1.0,72,6,-0.16964934698379763,0.22531318068560868,0.20532738313793272,0.1412520222970345,100
Siegel,beta_siegel,1.4,0.3,0.3,1.0,72,12,-0.18567858636874832,0.21497309146476495,0.18774807460779722,0.1529506208879991,100
Siegel,beta_siegel,1.4,0.4,0.2,0.5,36,6,-0.2611417739434453,0.29419572645959213,0.2387506554865718,0.19611313311803225,100
Siegel,beta_siegel,1.4,0.4,0.2,0.5,36,12,-0.32339844029006726,0.32525314943143163,0.16004720696897673,0.1562046615949979,100
Siegel,beta_siegel,1.4,0.4,0.2,0.5,72,6,-0.2528420611281567,0.28937653837334953,0.224785706053637,0.174696430566542,100
Siegel,beta_siegel,1.4,0.4,0.2,0.5,72,12,-0.29534300851460904,0.29534300851460904,0.14933329020293754,0.14933329020293754,100
Theil-Sen,beta_theilsen,0.6,0.2,0.4,2.0,36,6,-0.056535884578541286,0.2101007953161881,0.26938660248711177,0.17666212754642505,100
Theil-Sen,beta_theilsen,0.6,0.2,0.4,2.0,36,12,-0.05448083066059212,0.17192931376214823,0.20522371696888295,0.12351779099435466,100
Theil-Sen,beta_theilsen,0.6,0.2,0.4,2.0,72,6,-0.018836884502626973,0.20614819094558245,0.25252742818388185,0.1456096641569574,100
Theil-Sen,beta_theilsen,0.6,0.2,0.4,2.0,72,12,-0.03562960735952894,0.14373472995512063,0.1841598450830807,0.11970289981102578,100
Theil-Sen,beta_theilsen,0.6,0.3,0.3,1.0,36,6,-0.07421665511648397,0.19678849622966355,0.24285787659371605,0.1594578833274545,100
Theil-Sen,beta_theilsen,0.6,0.3,0.3,1.0,36,12,-0.06942010825093772,0.15164405792515262,0.1862259047838692,0.12774863996196278,100
Theil-Sen,beta_theilsen,0.6,0.3,0.3,1.0,72,6,-0.10479958879877843,0.2125250805858998,0.24036344955870972,0.1524642231233303,100
Theil-Sen,beta_theilsen,0.6,0.3,0.3,1.0,72,12,-0.07781059220497893,0.14725510639913914,0.1679245038683164,0.11140550422583194,100
Theil-Sen,beta_theilsen,0.6,0.4,0.2,0.5,36,6,-0.07333142966448643,0.16429432862211926,0.20106305018315038,0.1363557394594835,100
Theil-Sen,beta_theilsen,0.6,0.4,0.2,0.5,36,12,-0.13488285304019743,0.18271451223764512,0.18055164790917433,0.13135540365669135,100
Theil-Sen,beta_theilsen,0.6,0.4,0.2,0.5,72,6,-0.12293669910236034,0.202508467645277,0.2270695757879173,0.15938245358024308,100
Theil-Sen,beta_theilsen,0.6,0.4,0.2,0.5,72,12,-0.12887263753171227,0.15852769421987928,0.15779857709347248,0.12763787907535296,100
Theil-Sen,beta_theilsen,1.0,0.2,0.4,2.0,36,6,-0.09783445274621633,0.22467095665130196,0.260695449616771,0.16322828303250428,100
Theil-Sen,beta_theilsen,1.0,0.2,0.4,2.0,36,12,-0.09812874279697567,0.18036350840508286,0.2062299803222824,0.1392757302076172,100
Theil-Sen,beta_theilsen,1.0,0.2,0.4,2.0,72,6,-0.037357949931986024,0.19452371524625403,0.2487533336233852,0.15832321948168313,100
Theil-Sen,beta_theilsen,1.0,0.2,0.4,2.0,72,12,-0.058377109786431285,0.16386478572865448,0.19420315245554667,0.11846635598156247,100
Theil-Sen,beta_theilsen,1.0,0.3,0.3,1.0,36,6,-0.11581494401421859,0.19205345766545698,0.2277707079056828,0.1678421308573139,100
Theil-Sen,beta_theilsen,1.0,0.3,0.3,1.0,36,12,-0.1509834176215047,0.19659202928442648,0.1943955441579522,0.14757055402496436,100
Theil-Sen,beta_theilsen,1.0,0.3,0.3,1.0,72,6,-0.12414584376035201,0.222429282456816,0.24674889125555083,0.16272170582521428,100
Theil-Sen,beta_theilsen,1.0,0.3,0.3,1.0,72,12,-0.12066576922751786,0.16092792677720685,0.16453787718181137,0.1249824882427693,100
Theil-Sen,beta_theilsen,1.0,0.4,0.2,0.5,36,6,-0.18629076113167595,0.23638512423586278,0.20506415378276133,0.14374892118343885,100
Theil-Sen,beta_theilsen,1.0,0.4,0.2,0.5,36,12,-0.1781604143373583,0.1931395915960821,0.1406879992871224,0.11905950217228423,100
Theil-Sen,beta_theilsen,1.0,0.4,0.2,0.5,72,6,-0.17241006645645537,0.22052180359144857,0.20202712607350273,0.1473749263555396,100
Theil-Sen,beta_theilsen,1.0,0.4,0.2,0.5,72,12,-0.22955548349627544,0.23302145855156425,0.15128162640439421,0.14583091440554402,100
Theil-Sen,beta_theilsen,1.4,0.2,0.4,2.0,36,6,-0.13276832883420991,0.19952012794153795,0.2074089689451256,0.1435742980942095,100
Theil-Sen,beta_theilsen,1.4,0.2,0.4,2.0,36,12,-0.07808171808944868,0.17247977939699674,0.19121782716644056,0.11257363583812072,100
Theil-Sen,beta_theilsen,1.4,0.2,0.4,2.0,72,6,-0.06462139190892388,0.22180963691330136,0.26293819026691406,0.1538119547391372,100
Theil-Sen,beta_theilsen,1.4,0.2,0.4,2.0,72,12,-0.06038238419182937,0.17751714865319904,0.21244732625439408,0.13033066734870136,100
Theil-Sen,beta_theilsen,1.4,0.3,0.3,1.0,36,6,-0.18375426637548695,0.258591657421039,0.2665747857420874,0.1939683415617637,100
