scenario,n_obs,sigma_x_me,sigma_y_me,total_simulations,completion_time,top_method,top_rmse
habitat_visualization_single_output_n36_mex30_mey30,36,0.3,0.3,900,2026-03-15 13:32:21,sma,0.13541090507265446
