sim_id,beta_true,n,sigma_x_me,sigma_y_me,n_per_habitat,n_habitats,beta_ols,se_ols,cover_ols,beta_sma,beta_majoraxis,beta_rma,beta_odr,beta_deming_std,se_deming_std,cover_deming_std,beta_deming_wtd,beta_deming_mcr,lambda_estimated,beta_pbablok,beta_theilsen,beta_siegel,beta_simex,se_simex,beta_lmer,se_lmer,cover_lmer,beta_lmer_slopes,se_lmer_slopes,beta_nlme,beta_brms_std,se_brms_std,cover_brms_std,beta_brms_me,se_brms_me,cover_brms_me,beta_brms_robust,se_brms_robust,beta_brms_horseshoe,beta_xgboost,beta_xgboost_corrected,beta_rf,beta_glmnet,beta_nnet,beta_keras,beta_keras_denoised,beta_ensemble,rhat,ess_bulk,divergent,time_total,sd_beta_actual,sd_alpha_actual,cor_alpha_beta_actual
1,0.6,864,0.3,0.3,72,12,0.47786190038590376,0.02681726068621013,0,NA,0.8537668929341077,0.9210171722580976,NA,0.8537729943042387,NA,NA,0.8537729943042387,0.8537668929341077,1,NA,0.46527975488213114,0.462519558447607,NA,NA,0.3607571442036641,0.031087777684002314,0,0.3641538054541545,0.06899215742009412,0.5333959842543083,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.11015032804380263,0.27457124225995283,4.191100979482939,0.21439018286764622,0.4971935136739456,0.5016984489487468,NA,NA,NA,237.9694800376892,0.360337391940135,0.4486021911299784,-0.5082489981758264
1,1,864,0.3,0.3,72,12,1.127792558994198,0.03777816311623624,0,NA,1.867435142026829,1.581819679544838,NA,1.867427968697191,NA,NA,1.867427968697191,1.867435142026827,1,NA,1.2478630785970943,1.1917041053551851,NA,NA,0.786355230275928,0.03606016740471423,0,0.7904077080285741,0.07007436456272376,1.2662946096448229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.19462035894838897,0.6686003858955011,-5.058093107175764,0.22280204854905605,1.1373588397584922,1.1206488989192063,NA,NA,NA,238.5595030784607,0.4436789729480376,0.2223786145589121,-0.21153210215911739
1,1.4,864,0.3,0.3,72,12,1.4486400479537447,0.03403518968048786,1,NA,1.9582811694618645,1.759856168632324,NA,1.9582875122852823,NA,NA,1.9582875122852823,1.9582811694618587,1,NA,1.5223699511960977,1.4514261410250597,NA,NA,0.9402958065158108,0.04015533867197195,0,0.9303853409913654,0.09256788298396487,1.2203897770930403,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.3437642015294337,0.7851370686700972,-5.03934898711572,0.32290993665810674,1.4248972746656605,1.3395905289613603,NA,NA,NA,238.98365378379822,0.47534755685649804,0.38533780307730736,-0.6115898322938389
2,0.6,864,0.3,0.3,72,12,0.3855143583970271,0.03290053261056887,0,NA,1.1115448267514507,1.040042763656006,NA,1.1115321679951402,NA,NA,1.1115321679951402,1.1115448267514492,1,NA,0.3902636871704797,0.35851989486908586,NA,NA,0.41976681080563294,0.032563735324630805,0,0.44532278157777444,0.08393416574890747,0.3378360476452159,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.12856748824832087,0.4874332721599072,5.72595240212012,0.2979101911187172,0.6175807274093926,0.5605602264181514,NA,NA,NA,236.95996284484863,0.4494391348103378,0.28465749016079184,-0.29822861300382547
2,1,864,0.3,0.3,72,12,0.8494515717355827,0.029408872460016607,0,NA,1.3120472470079825,1.2112374113032425,NA,1.3120536417971507,NA,NA,1.3120536417971507,1.3120472470079827,1,NA,0.8242257698791373,0.8040746995209247,NA,NA,0.7151072655262743,0.03470349471457246,0,0.7375641890155159,0.0878286834153754,0.802111514408058,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.21329996426633402,0.712652364246075,-1.7070689290304601,0.358747559832409,0.8524580666243484,0.839386043015892,NA,NA,NA,238.9685709476471,0.38514901740870605,0.3886676653822083,-0.5859975335453733
2,1.4,864,0.3,0.3,72,12,1.119079538617437,0.0316234623993287,0,NA,1.6149944799926494,1.4540895440945747,NA,1.6149920235720934,NA,NA,1.6149920235720934,1.6149944799926532,1,NA,1.0800139821694987,1.0999730508901708,NA,NA,0.7639616831216961,0.03651360269674687,0,0.7578594579927946,0.06664843991480818,1.217563240158052,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.15841329237282853,0.5915482830659339,-9.453541359548687,0.2874625996919349,1.1274370643575007,1.0457970416816929,NA,NA,NA,237.27285289764404,0.29659283412753423,0.3772124029774462,-0.20928263932237373
3,0.6,864,0.3,0.3,72,12,0.6418273897429978,0.023184689736633637,1,NA,0.907558105782095,0.9355710121305,NA,0.907564072763516,NA,NA,0.907564072763516,0.9075581057820956,1,NA,0.6830405370300596,0.6511639437726798,NA,NA,0.47903604434310304,0.030387876667404005,0,0.49544773086690636,0.0647341201890265,0.5660925026532184,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.10646033535085825,0.3820804012386578,-4.651198666184699,0.314672133885324,0.6485850295403757,0.6391366391961704,NA,NA,NA,241.59391593933105,0.29439643885324984,0.27059338846335335,-0.651196643888341
3,1,864,0.3,0.3,72,12,0.9324571046126539,0.03128710796548287,0,NA,1.4531160382816446,1.3089207407471068,NA,1.453115474525268,NA,NA,1.453115474525268,1.453116038281642,1,NA,0.9571117324580947,0.9194256231456182,NA,NA,0.6468447949606173,0.0361596128697309,0,0.6666809535225449,0.0894058139568485,0.9618891304086471,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2161345971683668,0.6336829986430502,1.5979827439666123,0.35562555002979934,0.9590751566961716,0.9314770036643975,NA,NA,NA,239.38340497016907,0.32309768083469026,0.358397675191905,-0.17118415982821944
3,1.4,864,0.3,0.3,72,12,1.3091969892397024,0.03351992458469951,0,NA,1.8312383468796603,1.6378422766871106,NA,1.8312333980605506,NA,NA,1.8312333980605506,1.8312383468796627,1,NA,1.3129822981280888,1.3070708227692527,NA,NA,0.7935586146020241,0.03627475716992828,0,0.8114933136735408,0.06502326574745648,1.482187385439842,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2733217394192503,0.6407948384105974,-2.122927471331853,0.2629110529378522,1.3224126007615422,1.2098294051218268,NA,NA,NA,237.96201086044312,0.3008569165167327,0.35691282402950686,0.05955872048265371
4,0.6,864,0.3,0.3,72,12,0.7536247081990054,0.03618125348941667,0,NA,1.563593164693833,1.3024514718454716,NA,1.5635804879804065,NA,NA,1.5635804879804065,1.5635931646938321,1,NA,0.6447928226252511,0.7158592725225407,NA,NA,0.4794514965080078,0.032609477066157584,0,0.4890040717139466,0.054680953524884945,0.4776042296924471,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.17489152838328836,0.4792196469221021,NA,0.2991231717169285,0.7798744574374917,0.8081991295918166,NA,NA,NA,236.98410296440125,0.4009598336759269,0.48882865111195456,-0.5345502192196478
