beta_true,method,mean_est,std_est,bias,rmse,n_success
0.6,ols,0.5675996061619382,0.07510306805115768,-0.03240039383806184,0.08167897392917398,300
0.6,odr,0.621594056637108,0.08218803460545925,0.021594056637107974,0.08484491776714599,300
0.6,deming,0.36330861746386167,0.08567780890457792,-0.23669138253613833,0.2516724628343268,300
0.6,theilsen,0.5679336399118824,0.07644713374370571,-0.032066360088117564,0.08278245683357931,300
0.6,huber,0.5644723224331661,0.07690923484308891,-0.035527677566833823,0.08460218383368409,300
0.6,quantile,0.5639540704501403,0.0879343591724791,-0.036045929549859655,0.09489987208514959,300
0.6,sma,0.8371775069425244,0.06980691160444068,0.2371775069425244,0.24720423005589712,300
0.6,majoraxis,0.773231127940132,0.09736081364775219,0.1732311279401321,0.19863674037829854,300
0.6,rma,0.8371775069425244,0.06980691160444068,0.2371775069425244,0.24720423005589712,300
0.6,pbablok,0.5673900042556219,0.07468714308728723,-0.032609995744378145,0.0813817379218508,300
0.6,ridge,0.46596707818850586,0.06782255534719822,-0.13403292181149415,0.15016454357283252,300
0.6,lasso,0.4624388431633461,0.06876453528257598,-0.13756115683665376,0.15373962180200976,300
0.6,enet,0.46511327677944897,0.06842242316674227,-0.134886723220551,0.15119672835926792,300
0.6,adaptive_lasso,0.11100525978719332,0.047964625935852594,-0.4889947402128066,0.4913336876426101,300
0.6,rf,1.0,0.0,0.39999999999999997,0.4000000000000001,300
0.6,gb,1.0,0.0,0.39999999999999997,0.4000000000000001,300
0.6,xgb,1.0,0.0,0.39999999999999997,0.4000000000000001,300
0.6,lgb,87.85333333333334,7.671679811226188,87.25333333333332,87.58882729359189,300
0.6,svm_linear,0.665459733257953,0.081570959601185,0.06545973325795304,0.1044826240272818,300
0.6,svm_rbf,0.3677072138631249,0.08700190599500092,-0.23229278613687507,0.24800007869455556,300
0.6,lmer_int,0.5675996061619379,0.07510306805115771,-0.032400393838061974,0.08167897392917405,300
0.6,lmer_slope,0.5675996061619379,0.07510306805115771,-0.032400393838061974,0.08167897392917405,300
0.6,clustered,0.5675996061619382,0.07510306805115768,-0.03240039383806184,0.08167897392917398,300
0.6,ensemble,0.6138331219392857,0.058265967715080545,0.013833121939285735,0.059790984658079575,300
0.6,trimmed,0.6142627809917945,0.06500790441887025,0.014262780991794592,0.06644823398528431,300
0.6,median,0.5718674162856981,0.07476536797040025,-0.02813258371430188,0.07976634407254138,300
1.0,ols,0.9459206200020026,0.07568181185217404,-0.054079379997997216,0.09291514155782984,300
1.0,odr,1.031169214171725,0.08299743689600127,0.031169214171725034,0.08852758060787738,300
1.0,deming,0.7704622733759671,0.08219485266895411,-0.2295377266240329,0.2437643160301553,300
1.0,theilsen,0.9475691525123373,0.081189141502122,-0.05243084748766267,0.09653340463521747,300
1.0,huber,0.9434453936643165,0.07844015712670112,-0.05655460633568345,0.0965959223794953,300
1.0,quantile,0.9402313350838051,0.09172794821739372,-0.05976866491619497,0.10935384340947212,300
1.0,sma,1.1427976817542749,0.07442329357993455,0.14279768175427496,0.16097062398542175,300
1.0,majoraxis,1.1724218037619059,0.09041486641524545,0.17242180376190586,0.1946198268107155,300
1.0,rma,1.1427976817542749,0.07442329357993455,0.14279768175427496,0.16097062398542175,300
1.0,pbablok,0.9467855880182132,0.07732914061798976,-0.05321441198178692,0.09376372954393643,300
1.0,ridge,0.7758660471423144,0.07291845457258658,-0.22413395285768567,0.2356595132194075,300
1.0,lasso,0.7766419644637355,0.07393121088609475,-0.22335803553626457,0.23523693708378332,300
1.0,enet,0.7777531984713785,0.07356339391651219,-0.2222468015286215,0.23406660406346602,300
1.0,adaptive_lasso,0.4946930514628271,0.14017172627290095,-0.5053069485371728,0.5243259781631904,300
1.0,rf,1.0,0.0,0.0,0.0,300
1.0,gb,1.0,0.0,0.0,0.0,300
1.0,xgb,1.0,0.0,0.0,0.0,300
1.0,lgb,88.22333333333333,6.572476477379582,87.22333333333333,87.46978525944449,300
1.0,svm_linear,0.8170166248264905,0.054706259336036046,-0.18298337517350938,0.1909599813688611,300
1.0,svm_rbf,0.6354817220633254,0.08965315424451835,-0.3645182779366745,0.3753458015248829,300
1.0,lmer_int,0.9459206200020026,0.07568181185217407,-0.05407937999799729,0.09291514155782991,300
1.0,lmer_slope,0.9459206200020026,0.07568181185217407,-0.05407937999799729,0.09291514155782991,300
1.0,clustered,0.9459206200020026,0.07568181185217404,-0.054079379997997216,0.09291514155782984,300
1.0,ensemble,0.9135825096606773,0.060660628377119476,-0.08641749033932264,0.10552454105816755,300
1.0,trimmed,0.9252834397269544,0.057662693772329306,-0.07471656027304548,0.09432108642613692,300
1.0,median,0.9424320271255916,0.06976402379576051,-0.05756797287440849,0.09035965427293027,300
1.4,ols,1.31916489857566,0.08519176650861005,-0.08083510142433967,0.11733609239930379,300
