scenario,n_obs,sigma_x_me,sigma_y_me,total_simulations,completion_time,top_method,top_rmse
habitat_visualization_single_output_n36_mex40_mey20,36,0.4,0.2,900,2026-03-15 13:37:08,sma,0.11512847092769567
