scenario,n_obs,sigma_x_me,sigma_y_me,total_simulations,completion_time,top_method,top_rmse
habitat_visualization_single_output_n36_mex20_mey40,36,0.2,0.4,900,2026-03-15 13:27:30,clustered,0.12491935338193856
