scenario,sigma_x_me_folder,sigma_y_me_folder,n_per_habitat_folder,n_habitats_folder,sim_id,beta_true,n,sigma_x_me,sigma_y_me,n_per_habitat,n_habitats,beta_ols,se_ols,beta_majoraxis,beta_rma,beta_deming_std,beta_deming_wtd,beta_deming_mcr,beta_theilsen,beta_siegel,beta_lmer,se_lmer,beta_lmer_slopes,se_lmer_slopes,beta_nlme,beta_rf,beta_glmnet,beta_nnet,beta_keras,beta_keras_denoised,beta_ensemble,time_total,sd_beta_actual,sd_alpha_actual,cor_alpha_beta_actual
habitat_visualization_output_R_20_40_n36_12,20,40,36,12,8,1,432,0.2,0.4,36,12,0.87232945054155,0.0403192391688781,1.29782540256328,1.20829810914348,1.01790190627093,1.01790190627093,1.54851739520524,1.00122874594146,0.915924965772404,0.702976645664255,0.0539620200732331,0.707820320970611,0.0842209305079959,0.861035208737966,0.180454544211627,0.445896552104626,2.64910012603632,0.348046248778701,0.905333771655912,0.828968024637712,41.1951668262482,0.248471758285681,0.371066041183624,-0.125223782420986
habitat_visualization_output_R_20_40_n36_12,20,40,36,12,8,1.4,432,0.2,0.4,36,12,1.35880614926817,0.0469956603761456,1.8595491459635,1.67213897502292,1.60546672452678,1.60546672452678,1.99881368644214,1.32247039715092,1.3382526239892,1.19317462662957,0.061203244345496,1.2428468716042,0.098146473541619,1.34486381037897,0.23590452358655,0.731630977175283,45.2748652089578,0.201738733914681,1.50983121408166,1.20649580172282,40.2486529350281,0.354458831881253,0.365280580304614,-0.669805494355739
habitat_visualization_output_R_20_40_n36_12,20,40,36,12,9,0.6,432,0.2,0.4,36,12,0.842442681136747,0.0437891023439961,1.36613451097452,1.23863974954821,1.01478762241264,1.01478762241264,1.67377354937517,0.907070025458061,0.876014562461725,0.727956360198626,0.0610290700827152,0.669236816215905,0.0881858927123098,1.05714246652022,0.134281632485153,0.395504387685808,4.0654237900436,0.328290808014572,0.863164581247588,0.791151143653922,40.435210943222,0.335427896367382,0.433852043310078,-0.4043428302658
habitat_visualization_output_R_20_40_n36_12,20,40,36,12,9,1,432,0.2,0.4,36,12,1.11116807013894,0.0432701435142869,1.57192278435856,1.42821068739437,1.30381732650896,1.30381732650896,1.75331191333247,1.09048424673956,1.08860083314484,0.830545880867384,0.058417261972251,0.850527231793767,0.0898745006302931,1.09389632682375,0.137999244186496,0.644863361533874,2.60492603351065,0.36985846888274,1.23354612266061,1.02177484698616,38.7692031860352,0.344830790428632,0.380981907661506,-0.0455419697676445
habitat_visualization_output_R_20_40_n36_12,20,40,36,12,9,1.4,432,0.2,0.4,36,12,1.59521629997218,0.0400847536073387,1.92180523374562,1.79878671791688,1.77470353145718,1.77470353145718,1.99681612802486,1.58286266778324,1.6052823430732,1.44585388263197,0.0573312663823739,1.43212872577297,0.107414666129307,1.90802699587868,0.277729609352091,1.02352496182809,3.66916047035439,0.386764778988436,1.94275922810124,1.45227050238933,38.8873219490051,0.278802523100322,0.291285601748461,-0.309908904914861
habitat_visualization_output_R_20_40_n36_12,20,40,36,12,10,0.6,432,0.2,0.4,36,12,0.597180994505706,0.0461292775664161,1.25295878968106,1.12766419965458,0.751782925787276,0.751782925787276,1.8461644813561,0.605834085525754,0.578517311966718,0.484763342131387,0.0561426850353515,0.574173771219272,0.0945199172408336,0.584113245935841,0.12470348510522,0.429720017268907,2.9190543814609,0.288804643321782,0.722653135196968,0.593251156867497,37.8380029201508,0.410567203850272,0.369806123231445,-0.586878042399258
habitat_visualization_output_R_20_40_n36_12,20,40,36,12,10,1,432,0.2,0.4,36,12,0.885573606694161,0.0564803237473123,1.84679366564971,1.46831611386371,1.21361676014358,1.21361676014358,2.2627103339162,0.787941620168633,0.820289322308061,0.770463608061497,0.058308676216627,0.763210147611237,0.118348149629924,1.38819142563461,0.203166197566106,0.546119183125685,0.577822394644888,0.272114294581115,0.943443198839889,0.820537896085476,35.7794089317322,0.413493355844554,0.377858092502247,0.0922003596507582
habitat_visualization_output_R_20_40_n36_12,20,40,36,12,10,1.4,432,0.2,0.4,36,12,1.51467759991575,0.0517450038093851,2.09249470438871,1.85623079436713,1.82535003159277,1.82535003159277,2.22224972699126,1.61528329356939,1.556963818489,1.19065477999037,0.0634043906308318,1.21476912689037,0.134255297127253,1.27626642166122,0.352195772350606,0.862107972391423,21.1227616485307,0.359725360642187,2.60536311924543,1.48150619802176,38.2256498336792,0.383798553466705,0.259784610743118,-0.26433502920632
habitat_visualization_output_R_20_40_n36_12,20,40,36,12,11,0.6,432,0.2,0.4,36,12,0.288522103434173,0.0473516055122717,1.08547341066011,1.02341587751202,0.376987668514237,0.376987668514237,2.85134842761227,0.181268122424665,0.264280581926531,0.292411089377566,0.0542456689679445,0.310296081897399,0.0973450835301545,0.350483854331255,0.0943093405650307,0.320251474962013,-1.69083774178649,0.264849506842438,0.395355331547065,0.301396546552516,35.7054059505463,0.298135832130611,0.440837023296774,-0.0146745369425579
habitat_visualization_output_R_20_40_n36_12,20,40,36,12,11,1,432,0.2,0.4,36,12,0.655555325023161,0.0744145951874246,3.08638186539605,1.6765713627033,1.28908609821975,1.28908609821975,3.9694274621012,0.807405394990625,0.787471558789479,0.777215387693532,0.062781703893553,0.756778524819795,0.150615964944022,0.694953362023847,0.175436708892059,0.575976570977082,3.96811093690381,0.292288881493732,0.873817553940944,0.783630650733643,34.8275129795074,0.75248171184861,0.496093409903695,-0.827994418164817
