scenario,n_obs,sigma_x_me,sigma_y_me,error_ratio,total_error,beta_true,method,n_simulations,rmse,bias,mae,mape,mse,variance,skewness,kurtosis,quantile_loss_05,huber_loss,consistency_01,consistency_005,relative_bias,cv,bias_squared,bias_proportion,variance_proportion,finite_sample_bias_correction,coverage_95,coverage_90,ci_width_95,ci_width_90,rejection_rate_05
n36_mex20_mey40,36,0.2,0.4,2.0,0.6000000000000001,0.6,svm_rbf,300,0.28616437751759044,-0.26425232236176216,0.2650930983270191,44.182183054503184,0.08189005096003,0.012101098080045482,0.0936208122348119,0.05446143225609701,0.13254654916350955,0.040945025480015,0.06666666666666667,0.023333333333333334,-0.44042053726960373,0.32764185275535274,0.06982928987358467,0.8527200686157576,0.14777250640559436,-9.513083605023438,,,,,
n36_mex20_mey40,36,0.2,0.4,2.0,0.6000000000000001,0.6,lmer_int,300,0.11129898271775478,-0.03385893086542168,0.08926422445717014,14.877370742861688,0.012387463554007076,0.011278631793970907,0.04438038288242188,-0.08834448808583506,0.04463211222858507,0.006193731777003538,0.6033333333333334,0.34,-0.05643155144236947,0.18758735016927922,0.001146427199349405,0.09254737213564279,0.9104875864859772,-1.2189215111551805,0.9033333333333333,0.8666666666666667,0.39060929145369544,0.3278096510121999,0.09666666666666666
n36_mex20_mey40,36,0.2,0.4,2.0,0.6000000000000001,0.6,lmer_slope,300,0.11129898271775478,-0.03385893086542168,0.08926422445717014,14.877370742861688,0.012387463554007076,0.011278631793970907,0.04438038288242188,-0.08834448808583506,0.04463211222858507,0.006193731777003538,0.6033333333333334,0.34,-0.05643155144236947,0.18758735016927922,0.001146427199349405,0.09254737213564279,0.9104875864859772,-1.2189215111551805,0.9033333333333333,0.8666666666666667,0.39060929145369544,0.3278096510121999,0.09666666666666666
n36_mex20_mey40,36,0.2,0.4,2.0,0.6000000000000001,0.6,clustered,300,0.11129898271775472,-0.033858930865421646,0.08926422445717007,14.877370742861675,0.012387463554007066,0.0112786317939709,0.044380382882418336,-0.0883444880858324,0.044632112228585034,0.006193731777003533,0.6033333333333334,0.34,-0.0564315514423694,0.18758735016927913,0.0011464271993494026,0.09254737213564267,0.9104875864859774,-1.2189215111551792,1.0,1.0,2.4116018698017605,2.0238800884074677,0.0
n36_mex20_mey40,36,0.2,0.4,2.0,0.6000000000000001,0.6,ensemble,300,0.08136281454698538,-0.016559050662004745,0.06517173240568805,10.86195540094801,0.006619907591007135,0.006366928527271199,0.02755123244179005,-0.09417596485394375,0.032585866202844024,0.0033099537955035676,0.7833333333333333,0.46,-0.027598417770007905,0.13676283036319478,0.0002742021588268398,0.04142084387995564,0.9617851064749608,-0.5961258238321708,,,,,
n36_mex20_mey40,36,0.2,0.4,2.0,0.6000000000000001,0.6,trimmed,300,0.0930899445595553,-0.005254700796260615,0.07464753721702025,12.441256202836712,0.00866573777810108,0.008667015950812233,-0.02983287071895601,-0.14645310693835123,0.037323768608510124,0.00433286888905054,0.7133333333333334,0.41333333333333333,-0.00875783466043436,0.15653223268457134,2.761188045822194e-05,0.0031863277155695937,1.0001474972753484,-0.18916922866538213,,,,,
n36_mex20_mey40,36,0.2,0.4,2.0,0.6000000000000001,0.6,median,300,0.11258152385168037,-0.030369137613121322,0.09011705999770946,15.019509999618244,0.012674599512766475,0.0117916203947175,0.04925710937748653,-0.14033509560562196,0.04505852999885473,0.0063372997563832375,0.6033333333333334,0.3466666666666667,-0.05061522935520221,0.1906308716268791,0.0009222845193647002,0.07276636381573479,0.9303347520243463,-1.0932889540723676,,,,,
n36_mex20_mey40,36,0.2,0.4,2.0,0.6000000000000001,1.0,true,300,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,,,,
n36_mex20_mey40,36,0.2,0.4,2.0,0.6000000000000001,1.0,ols,300,0.12301896515901913,-0.05076288364812342,0.09901565569425956,9.901565569425957,0.015133665788795962,0.01259879140386928,0.0776630129535012,-0.005001280390981577,0.04950782784712978,0.007566832894397981,0.54,0.3433333333333333,-0.05076288364812342,0.11824689113553248,0.002576870356272916,0.1702740361942361,0.8325009670291947,-1.827463811332443,,,,,
n36_mex20_mey40,36,0.2,0.4,2.0,0.6000000000000001,1.0,odr,300,0.12592933800323153,0.03369118803576921,0.09927293703948488,9.927293703948488,0.01585819816993213,0.014772343162545727,0.28156035363603177,0.20418963600304973,0.04963646851974244,0.007929099084966066,0.5733333333333334,0.3233333333333333,0.03369118803576921,0.11758011479432928,0.0011350961512615583,0.07157787657198991,0.9315272141418163,1.2128827692876916,,,,,
