sim_id,beta_true,n,beta_ols,cover_ols,beta_odr,beta_deming,cover_deming,beta_theilsen,beta_huber,cover_huber,beta_quantile,cover_quantile,beta_sma,beta_majoraxis,beta_rma,beta_pbablok,beta_ridge,beta_lasso,beta_enet,beta_adaptive_lasso,beta_rf,beta_gb,beta_xgb,beta_lgb,beta_svm_linear,beta_svm_rbf,beta_gp,beta_lmer_int,se_lmer_int,cover_lmer_int,var_habitat,var_residual,beta_lmer_slope,se_lmer_slope,beta_clustered,se_clustered,beta_ensemble,beta_trimmed,beta_median
1,0.6,72,0.604309264660409,1,0.8485831438622207,0.7109998570778086,1,0.5912084366683368,0.6034960619772771,1,0.5427642876442969,1,0.7647076010232041,0.7170478524078361,0.7647076010232041,0.6064776849653497,0.5166180113515292,0.5137932615091894,0.5162122005066561,0.14227051900123605,1.0,1.0,1.0,87,0.7178382822023333,0.3994747126646574,,0.6043092646604088,0.05522529962046624,1,5.670542005083193e-10,0.16497189652346073,0.6043092646604088,0.05522529962046624,0.604309264660409,0.47524937807120465,0.6533380260239441,0.6573161856033821,0.604309264660409
2,0.6,72,0.5054814994612516,1,0.7697780737734136,0.579267926177385,1,0.554102132236403,0.5348724089242667,1,0.5476560971386382,1,0.6891685943909147,0.6113757718624173,0.6891685943909147,0.5376743766192933,0.4431943870664692,0.43934986466461484,0.4421391688205123,0.08982330703005766,1.0,1.0,1.0,80,0.7771528621993824,0.39250126961246257,,0.5054814994612504,0.055206909440399535,1,5.960636971814818e-10,0.1734115689203894,0.5054814994612504,0.055206909440399535,0.5054814994612516,0.47509111869190934,0.5963250378523706,0.5909347920060906,0.5426652368789657
3,0.6,72,0.5614454597830948,1,0.8388399772839308,0.6437893857188967,1,0.5532209580305771,0.5362294712376795,1,0.5127605064276829,1,0.7440766093924883,0.6821002708995265,0.7440766093924883,0.5633909202356644,0.5094680821093173,0.506544027694169,0.5089990325315114,0.13644487522006718,1.0,1.0,1.0,96,0.704134975652478,0.39827794743455747,,0.5614454597830949,0.05754575430013774,1,6.937026569206273e-10,0.20181740209290078,0.5614454597830949,0.05754575430013774,0.5614454597830948,0.4952183895738167,0.6285516131087915,0.627411814763266,0.5614454597830949
4,0.6,72,0.4168859365721049,0,0.7257474351732952,0.4688153060893782,1,0.40940381773832984,0.42964044064272655,0,0.40125329637181895,0,0.6395001231447415,0.5210699937887836,0.6395001231447415,0.41344408390214604,0.35848783670188883,0.35346683443385957,0.356683417347124,0.0475367581043412,1.0,1.0,1.0,83,0.6629038730282691,0.29041408495977983,,0.4168859365721051,0.05715069302954672,0,6.144480797504603e-10,0.17876009901901052,0.4168859365721051,0.05715069302954672,0.4168859365721049,0.4918186321358539,0.5175186895845293,0.5026366848775291,0.4168859365721051
5,0.6,72,0.3940600433172399,0,0.6795762177822111,0.43465318679398157,1,0.394367572454042,0.36670406409076345,0,0.4010311270259429,0,0.61060921419346,0.4864192520900253,0.61060921419346,0.3810894741854497,0.35686978549950593,0.35182631029811023,0.3550510550229952,0.04689598102546341,1.0,1.0,1.0,84,0.6352093582030856,0.21245780798367045,,0.39406004331724037,0.054969725849624854,0,6.304779004622805e-10,0.1834235624257527,0.39406004331724037,0.054969725849624854,0.3940600433172399,0.4730500006757278,0.49543680882323304,0.4800142225056663,0.3942138078856412
6,0.6,72,0.4303986634499274,0,0.7126481336945021,0.4796259603166971,1,0.44096590611438047,0.4346951133836435,0,0.4322932433426973,1,0.6369872376513427,0.5289661375979007,0.6369872376513427,0.42996646140440675,0.39163674439909457,0.38707614362685977,0.39012551604662665,0.06198071487271775,1.0,1.0,1.0,79,0.6829091344342717,0.20102907843573029,,0.43039866344992744,0.05534108020961215,0,6.451313958051224e-10,0.18768671066004927,0.43039866344992744,0.05534108020961215,0.4303986634499274,0.4762457448335846,0.5258857916714512,0.5170265346368598,0.4334941783631704
7,0.6,72,0.5145452662811442,1,0.9615297119147531,0.6101745687850145,1,0.564959383226405,0.5077320930398841,1,0.5365835524943584,1,0.7816535133764315,0.6944490739924009,0.7816535133764315,0.5440722889170712,0.4097956719572979,0.4054872785122604,0.4084450532460302,0.0710081810347211,1.0,1.0,1.0,83,0.7336601525465953,0.3155339234366141,,0.5145452662811435,0.06934468896604137,1,7.759644018476583e-10,0.22574970592395754,0.5145452662811435,0.06934468896604137,0.5145452662811442,0.5967558443347758,0.608405410226402,0.6110209400283062,0.5403279207057148
8,0.6,72,0.4924913718979633,0,0.6436781753802395,0.5434542468097482,1,0.5119687754442219,0.48372413644892137,0,0.4908287032044789,1,0.6129687235362188,0.5542549319547977,0.6129687235362188,0.49289146138707907,0.5016282431095885,0.49859530204166624,0.5010898527777774,0.1302423511184629,1.0,1.0,1.0,93,0.8040372139445371,0.5150799605436003,,0.49249137189796294,0.043008866114326284,0,4.882144873330249e-10,0.14203517741489904,0.49249137189796294,0.043008866114326284,0.4924913718979633,0.3701190760911025,0.5848807404013368,0.5696338778478903,0.5067985092769052
9,0.6,72,0.40598800508110716,0,0.69217841771507,0.4442930994157393,1,0.4210972515911291,0.4136685479914575,0,0.4762651383322922,1,0.6199951029924974,0.5009502482198706,0.6199951029924974,0.4251136040008861,0.39110164093731653,0.386533608172557,0.3895856797736886,0.06172700425566488,1.0,1.0,1.0,94,0.7139845374419307,0.2751075580982303,,0.40598800508110733,0.05522273931102168,0,7.199737047208841e-10,0.20946042809251383,0.40598800508110733,0.05522273931102168,0.40598800508110716,0.475227344954507,0.5207067528297844,0.5065952222167422,0.42310542779600757
10,0.6,72,0.5970154338764703,1,0.8460217671480035,0.6866774174240515,1,0.6120644899365797,0.6321373516598741,1,0.5958133503580872,1,0.7607078342087871,0.7108505875004991,0.7607078342087871,0.6072694046259068,0.5460281174283164,0.5436118412814875,0.5458824291358085,0.16797757486714668,1.0,1.0,1.0,93,0.8127006561209997,0.47371431469901343,,0.5970154338764698,0.05555890026958294,1,6.568920518397987e-10,0.1911082353433853,0.5970154338764698,0.05555890026958294,0.5970154338764703,0.4781202271586055,0.6677375775504194,0.6693630453635039,0.6096669472812433
11,0.6,72,0.5191168429761309,1,0.7826997797176293,0.5963458134964135,1,0.538923987621197,0.5238977643320188,1,0.5593651048905612,1,0.7003645387591575,0.6270206672770136,0.7003645387591575,0.5318936429339545,0.4558236764536129,0.45215456084880196,0.45488016004855913,0.09772303009972201,1.0,1.0,1.0,97,0.7718535516946038,0.3864601979729273,,0.5191168429761321,0.05540610055783847,1,6.021525428828854e-10,0.17518298205664595,0.5191168429761321,0.05540610055783847,0.5191168429761309,0.4768052869323855,0.6025562903095388,0.5984475088187338,0.5354088152775758
12,0.6,72,0.5127978395021692,1,0.7430039329367384,0.5791970585980778,1,0.501182408662412,0.5086615870726168,1,0.48044587774834313,1,0.6771147948197311,0.6067607451114433,0.6771147948197311,0.52331907980247,0.47716476101059185,0.4737920493579611,0.47640999936115525,0.11210148751259248,1.0,1.0,1.0,88,0.6841151490961531,0.3772903884669879,,0.51279783950217,0.05211136861004649,1,5.981873741039162e-10,0.1740293648721951,0.51279783950217,0.05211136861004649,0.5127978395021692,0.4484519901669446,0.5885847941993494,0.5810818664670057,0.51279783950217
