method,method_col,beta_true,sigma_x_me,sigma_y_me,error_ratio,n,mean_bias,rmse,sd_bias,sd_rmse,n_sim
Ensemble,beta_ensemble,1.4,40.0,20.0,0.5,72,-0.2754813366171715,0.2754813366171715,0.0679332684784883,0.0679332684784883,300
Huber,beta_huber,0.6,20.0,40.0,2.0,36,-0.03334422865242978,0.0946668089936232,0.11458252160236504,0.07247712084128648,300
Huber,beta_huber,0.6,20.0,40.0,2.0,72,-0.03552767756683383,0.0663405772247671,0.07690923484308888,0.05258969712525078,300
Huber,beta_huber,0.6,30.0,30.0,1.0,36,-0.0668174038647204,0.09519241569508924,0.09828103987876333,0.0710405346890285,300
Huber,beta_huber,0.6,30.0,30.0,1.0,72,-0.07296233545353005,0.08058152577534078,0.06640976191188404,0.05688992822929028,300
Huber,beta_huber,0.6,40.0,20.0,0.5,36,-0.10775491690520203,0.11754650640895337,0.08515434897370036,0.07097764418119888,300
Huber,beta_huber,0.6,40.0,20.0,0.5,72,-0.11621998496121141,0.1166779742206127,0.058214955106314206,0.057288388839692575,300
Huber,beta_huber,1.0,20.0,40.0,2.0,36,-0.050502549162864355,0.10079866695137081,0.11440806708900085,0.07385046362995884,300
Huber,beta_huber,1.0,20.0,40.0,2.0,72,-0.05655460633568345,0.07921990397998757,0.0784401571267011,0.05536421547290387,300
Huber,beta_huber,1.0,30.0,30.0,1.0,36,-0.11142237947898631,0.12945259044683113,0.104391767646371,0.0808708195542431,300
Huber,beta_huber,1.0,30.0,30.0,1.0,72,-0.11689354916791415,0.12037332202943969,0.07249658644167316,0.06653840173837484,300
